id	word	start	end	absolute	audio_id	audio_source	audio_url	speaker	role
ps2013-042-08-001-152.u1.p1.s1.w1	152							JanHamacek.1978	chair
ps2013-042-08-001-152.u1.p1.s2.w1	Vládní	236140.0	236390.0	2016-03-11T09:08:00	ps2013-042-08-001-152.audio1	https://www.psp.cz/eknih/2013ps/audio/2016/03/11/2016031109080922.mp3	2013ps/audio/2016/03/11/2016031109080922.mp3	JanHamacek.1978	chair
ps2013-042-08-001-152.u1.p1.s2.w2	návrh	236400.0	236680.0	2016-03-11T09:08:00	ps2013-042-08-001-152.audio1	https://www.psp.cz/eknih/2013ps/audio/2016/03/11/2016031109080922.mp3	2013ps/audio/2016/03/11/2016031109080922.mp3	JanHamacek.1978	chair
ps2013-042-08-001-152.u1.p1.s2.w3	zákona	236690.0	237040.0	2016-03-11T09:08:00	ps2013-042-08-001-152.audio1	https://www.psp.cz/eknih/2013ps/audio/2016/03/11/2016031109080922.mp3	2013ps/audio/2016/03/11/2016031109080922.mp3	JanHamacek.1978	chair
ps2013-042-08-001-152.u1.p1.s2.w5	kterým	237050.0	237230.0	2016-03-11T09:08:00	ps2013-042-08-001-152.audio1	https://www.psp.cz/eknih/2013ps/audio/2016/03/11/2016031109080922.mp3	2013ps/audio/2016/03/11/2016031109080922.mp3	JanHamacek.1978	chair
ps2013-042-08-001-152.u1.p1.s2.w6	se	237240.0	237330.0	2016-03-11T09:08:00	ps2013-042-08-001-152.audio1	https://www.psp.cz/eknih/2013ps/audio/2016/03/11/2016031109080922.mp3	2013ps/audio/2016/03/11/2016031109080922.mp3	JanHamacek.1978	chair
ps2013-042-08-001-152.u1.p1.s2.w7	mění	237340.0	237510.0	2016-03-11T09:08:00	ps2013-042-08-001-152.audio1	https://www.psp.cz/eknih/2013ps/audio/2016/03/11/2016031109080922.mp3	2013ps/audio/2016/03/11/2016031109080922.mp3	JanHamacek.1978	chair
ps2013-042-08-001-152.u1.p1.s2.w8	zákon	237520.0	237840.0	2016-03-11T09:08:00	ps2013-042-08-001-152.audio1	https://www.psp.cz/eknih/2013ps/audio/2016/03/11/2016031109080922.mp3	2013ps/audio/2016/03/11/2016031109080922.mp3	JanHamacek.1978	chair
ps2013-042-08-001-152.u1.p1.s2.w9	č							JanHamacek.1978	chair
ps2013-042-08-001-152.u1.p1.s2.w11	47							JanHamacek.1978	chair
ps2013-042-08-001-152.u1.p1.s2.w13	2002							JanHamacek.1978	chair
ps2013-042-08-001-152.u1.p1.s2.w14	Sb							JanHamacek.1978	chair
ps2013-042-08-001-152.u1.p1.s2.w17	o	237850.0	238130.0	2016-03-11T09:08:00	ps2013-042-08-001-152.audio1	https://www.psp.cz/eknih/2013ps/audio/2016/03/11/2016031109080922.mp3	2013ps/audio/2016/03/11/2016031109080922.mp3	JanHamacek.1978	chair
ps2013-042-08-001-152.u1.p1.s2.w18	podpoře	240500.0	240920.0	2016-03-11T09:08:00	ps2013-042-08-001-152.audio1	https://www.psp.cz/eknih/2013ps/audio/2016/03/11/2016031109080922.mp3	2013ps/audio/2016/03/11/2016031109080922.mp3	JanHamacek.1978	chair
